lei;dispositivo;hierarquia;tipo;numero;artigo;paragrafo;inciso;aliena;parte;titulo;capitulo;secao;subsecao;ano
cf;"I - impostos;";2;i;I;145;;I;;;VI;I;I;;
cf;"II - taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos a sua disposição;";2;i;II;145;;II;;;VI;I;I;;
cf;III - contribuição de melhoria, decorrente de obras públicas.;2;i;III;145;;III;;;VI;I;I;;
cf;§ 1º Sempre que possível, os impostos terão caráter pessoal e serão graduados segundo a capacidade econômica do contribuinte, facultado à administração tributária, especialmente para conferir efetividade a esses objetivos, identificar, respeitados os direitos individuais e nos termos da lei, o patrimônio, os rendimentos e as atividades econômicas do contribuinte.;3;p;1;145;1;;;;VI;I;I;;
cf;§ 2º As taxas não poderão ter base de cálculo própria de impostos.;3;p;2;145;2;;;;VI;I;I;;
cf;§ 3º O Sistema Tributário Nacional deve observar os princípios da simplicidade, da transparência, da justiça tributária, da cooperação e da defesa do meio ambiente.   ;3;p;3;145;3;;;;VI;I;I;;2023
cf;§ 4º As alterações na legislação tributária buscarão atenuar efeitos regressivos.   ;3;p;4;145;4;;;;VI;I;I;;2023
cf;Art. 146. Cabe à lei complementar:;4;a;146;146;;;;;VI;I;I;;
cf;"I - dispor sobre conflitos de competência, em matéria tributária, entre a União, os Estados, o Distrito Federal e os Municípios;";2;i;I;146;;I;;;VI;I;I;;
cf;"II - regular as limitações constitucionais ao poder de tributar;";2;i;II;146;;II;;;VI;I;I;;
cf;III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:;2;i;III;146;;III;;;VI;I;I;;
cf;"a) definição de tributos e de suas espécies, bem como, em relação aos impostos discriminados nesta Constituição, a dos respectivos fatos geradores, bases de cálculo e contribuintes;";1;al;a;146;;III;a;;VI;I;I;;
cf;"b) obrigação, lançamento, crédito, prescrição e decadência tributários;";1;al;b;146;;III;b;;VI;I;I;;
cf;"c) adequado tratamento tributário ao ato cooperativo praticado pelas sociedades cooperativas, inclusive em relação aos tributos previstos nos arts. 156-A e 195, V;  ";1;al;c;146;;III;c;;VI;I;I;;2023
cf;d) definição de tratamento diferenciado e favorecido para as microempresas e para as empresas de pequeno porte, inclusive regimes especiais ou simplificados no caso dos impostos previstos nos arts. 155, II, e 156-A, das contribuições sociais previstas no art. 195, I e V, e § 12 e da contribuição a que se refere o art. 239.  ;1;al;d;146;;III;d;;VI;I;I;;2023
cf;§ 1º A lei complementar de que trata o inciso III, d, também poderá instituir um regime único de arrecadação dos impostos e contribuições da União, dos Estados, do Distrito Federal e dos Municípios, observado que:  ;3;p;1;146;1;;;;VI;I;I;;2023
cf;"I - será opcional para o contribuinte;  ";2;i;I;146;1;I;;;VI;I;I;;2023
cf;"II - poderão ser estabelecidas condições de enquadramento diferenciadas por Estado;  ";2;i;II;146;1;II;;;VI;I;I;;2023
cf;"III - o recolhimento será unificado e centralizado e a distribuição da parcela de recursos pertencentes aos respectivos entes federados será imediata, vedada qualquer retenção ou condicionamento;  ";2;i;III;146;1;III;;;VI;I;I;;2023
cf;IV - a arrecadação, a fiscalização e a cobrança poderão ser compartilhadas pelos entes federados, adotado cadastro nacional único de contribuintes.  ;2;i;IV;146;1;IV;;;VI;I;I;;2023
cf;§ 2º É facultado ao optante pelo regime único de que trata o § 1º apurar e recolher os tributos previstos nos arts. 156-A e 195, V, nos termos estabelecidos nesses artigos, hipótese em que as parcelas a eles relativas não serão cobradas pelo regime único.  ;3;p;2;146;2;;;;VI;I;I;;2023
cf;§ 3º Na hipótese de o recolhimento dos tributos previstos nos arts. 156-A e 195, V, ser realizado por meio do regime único de que trata o § 1º, enquanto perdurar a opção:  ;3;p;3;146;3;;;;VI;I;I;;2023
cf;"I - não será permitida a apropriação de créditos dos tributos previstos nos arts. 156-A e 195, V, pelo contribuinte optante pelo regime único; e  ";2;i;I;146;3;I;;;VI;I;I;;2023
cf;II - será permitida a apropriação de créditos dos tributos previstos nos arts. 156-A e 195, V, pelo adquirente não optante pelo regime único de que trata o § 1º de bens materiais ou imateriais, inclusive direitos, e de serviços do optante, em montante equivalente ao cobrado por meio do regime único.  ;2;i;II;146;3;II;;;VI;I;I;;2023
cf;Art. 146-A. Lei complementar poderá estabelecer critérios especiais de tributação, com o objetivo de prevenir desequilíbrios da concorrência, sem prejuízo da competência de a União, por lei, estabelecer normas de igual objetivo.  ;4;a;146A;146A;;;;;VI;I;I;;2003
cf;"Art. 147. Competem à União, em Território Federal, os impostos estaduais e, se o Território não for dividido em Municípios, cumulativamente, os impostos municipais; ao Distrito Federal cabem os impostos municipais.";4;a;147;147;;;;;VI;I;I;;
cf;Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:;4;a;148;148;;;;;VI;I;I;;
cf;"I - para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou sua iminência;";2;i;I;148;;I;;;VI;I;I;;
cf;"II - no caso de investimento público de caráter urgente e de relevante interesse nacional, observado o disposto no art. 150, III, ""b"".";2;i;II;148;;II;;;VI;I;I;;
cf;Parágrafo único. A aplicação dos recursos provenientes de empréstimo compulsório será vinculada à despesa que fundamentou sua instituição.;3;pu;pu;148;;;;;VI;I;I;;
cf;Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.;4;a;149;149;;;;;VI;I;I;;
cf;§ 1º A União, os Estados, o Distrito Federal e os Municípios instituirão, por meio de lei, contribuições para custeio de regime próprio de previdência social, cobradas dos servidores ativos, dos aposentados e dos pensionistas, que poderão ter alíquotas progressivas de acordo com o valor da base de contribuição ou dos proventos de aposentadoria e de pensões.  (Redação dada pela Emenda Constitucional nº 103, de 2019)  (Vigência;3;p;1;149;1;;;;VI;I;I;;2019
cf;§ 1º-A. Quando houver deficit atuarial, a contribuição ordinária dos aposentados e pensionistas poderá incidir sobre o valor dos proventos de aposentadoria e de pensões que supere o salário-mínimo.  (Incluído pela Emenda Constitucional nº 103, de 2019)  (Vigência);3;p;1A;149;1A;;;;VI;I;I;;2019
cf;§ 1º-B. Demonstrada a insuficiência da medida prevista no § 1º-A para equacionar o deficit atuarial, é facultada a instituição de contribuição extraordinária, no âmbito da União, dos servidores públicos ativos, dos aposentados e dos pensionistas.  (Incluído pela Emenda Constitucional nº 103, de 2019)  (Vigência);3;p;1B;149;1B;;;;VI;I;I;;2019
cf;§ 1º-C. A contribuição extraordinária de que trata o § 1º-B deverá ser instituída simultaneamente com outras medidas para equacionamento do deficit e vigorará por período determinado, contado da data de sua instituição.  (Incluído pela Emenda Constitucional nº 103, de 2019)  (Vigência);3;p;1C;149;1C;;;;VI;I;I;;2019
cf;§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo:  ;3;p;2;149;2;;;;VI;I;I;;2001
cf;"I - não incidirão sobre as receitas decorrentes de exportação;  ";2;i;I;149;2;I;;;VI;I;I;;2001
cf;"II - incidirão também sobre a importação de produtos estrangeiros ou serviços;  ";2;i;II;149;2;II;;;VI;I;I;;2003
cf;III - poderão ter alíquotas:  ;2;i;III;149;2;III;;;VI;I;I;;2001
cf;"a) ad valorem, tendo por base o faturamento, a receita bruta ou o valor da operação e, no caso de importação, o valor aduaneiro;  ";1;al;a;149;2;III;a;;VI;I;I;;2001
cf;b) específica, tendo por base a unidade de medida adotada.  ;1;al;b;149;2;III;b;;VI;I;I;;2001
cf;§ 3º A pessoa natural destinatária das operações de importação poderá ser equiparada a pessoa jurídica, na forma da lei.  ;3;p;3;149;3;;;;VI;I;I;;2001
cf;§ 4º A lei definirá as hipóteses em que as contribuições incidirão uma única vez.  ;3;p;4;149;4;;;;VI;I;I;;2001
cf;Art. 149-A. Os Municípios e o Distrito Federal poderão instituir contribuição, na forma das respectivas leis, para o custeio, a expansão e a melhoria do serviço de iluminação pública e de sistemas de monitoramento para segurança e preservação de logradouros públicos, observado o disposto no art. 150, I e III. ;4;a;149A;149A;;;;;VI;I;I;;2023
cf;Parágrafo único. É facultada a cobrança da contribuição a que se refere o caput, na fatura de consumo de energia elétrica.   ;3;pu;pu;149A;;;;;VI;I;I;;2002
cf;Art. 149-B. Os tributos previstos nos arts. 156-A e 195, V, observarão as mesmas regras em relação a:  ;4;a;149B;149B;;;;;VI;I;I;;2023
cf;"I - fatos geradores, bases de cálculo, hipóteses de não incidência e sujeitos passivos;  ";2;i;I;149B;;I;;;VI;I;I;;2023
cf;"II - imunidades;  ";2;i;II;149B;;II;;;VI;I;I;;2023
cf;"III - regimes específicos, diferenciados ou favorecidos de tributação;  ";2;i;III;149B;;III;;;VI;I;I;;2023
cf;IV - regras de não cumulatividade e de creditamento.  ;2;i;IV;149B;;IV;;;VI;I;I;;2023
cf;Parágrafo único. Os tributos de que trata o caput observarão as imunidades previstas no art. 150, VI, não se aplicando a ambos os tributos o disposto no art. 195, § 7º.  ;3;pu;pu;149B;;;;;VI;I;I;;2023
cf;Art. 149-C. O produto da arrecadação do imposto previsto no art. 156-A e da contribuição prevista no art. 195, V, incidentes sobre operações contratadas pela administração pública direta, por autarquias e por fundações públicas, inclusive suas importações, será integralmente destinado ao ente federativo contratante, mediante redução a zero das alíquotas do imposto e da contribuição devidos aos demais entes e equivalente elevação da alíquota do tributo devido ao ente contratante.  ;4;a;149C;149C;;;;;VI;I;I;;2023
cf;§ 1º As operações de que trata o caput poderão ter alíquotas reduzidas de modo uniforme, nos termos de lei complementar.  ;3;p;1;149C;1;;;;VI;I;I;;2023
cf;§ 2º Lei complementar poderá prever hipóteses em que não se aplicará o disposto no caput e no § 1º.  ;3;p;2;149C;2;;;;VI;I;I;;2023
cf;"§ 3º Nas importações efetuadas pela administração pública direta, por autarquias e por fundações públicas, o disposto no art. 150, VI, ""a"", será implementado na forma do disposto no caput e no § 1º, assegurada a igualdade de tratamento em relação às aquisições internas.  ";3;p;3;149C;3;;;;VI;I;I;;2023
cf;Seção II: DAS LIMITAÇÕES DO PODER DE TRIBUTAR;6;s;II;;;;;;VI;I;II;;
cf;Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:;4;a;150;150;;;;;VI;I;II;;
cf;"I - exigir ou aumentar tributo sem lei que o estabeleça;";2;i;I;150;;I;;;VI;I;II;;
cf;"II - instituir tratamento desigual entre contribuintes que se encontrem em situação equivalente, proibida qualquer distinção em razão de ocupação profissional ou função por eles exercida, independentemente da denominação jurídica dos rendimentos, títulos ou direitos;";2;i;II;150;;II;;;VI;I;II;;
cf;III - cobrar tributos:;2;i;III;150;;III;;;VI;I;II;;
cf;"a) em relação a fatos geradores ocorridos antes do início da vigência da lei que os houver instituído ou aumentado;";1;al;a;150;;III;a;;VI;I;II;;
cf;"b) no mesmo exercício financeiro em que haja sido publicada a lei que os instituiu ou aumentou;  (Vide Emenda Constitucional nº 3, de 1993)";1;al;b;150;;III;b;;VI;I;II;;
cf;"c) antes de decorridos noventa dias da data em que haja sido publicada a lei que os instituiu ou aumentou, observado o disposto na alínea b;  ";1;al;c;150;;III;c;;VI;I;II;;2003
cf;"IV - utilizar tributo com efeito de confisco;";2;i;IV;150;;IV;;;VI;I;II;;
cf;"V - estabelecer limitações ao tráfego de pessoas ou bens, por meio de tributos interestaduais ou intermunicipais, ressalvada a cobrança de pedágio pela utilização de vias conservadas pelo Poder Público;";2;i;V;150;;V;;;VI;I;II;;
cf;VI - instituir impostos sobre:  (Vide Emenda Constitucional nº 3, de 1993);2;i;VI;150;;VI;;;VI;I;II;;
cf;"a) patrimônio, renda ou serviços, uns dos outros;";1;al;a;150;;VI;a;;VI;I;II;;
cf;"b) entidades religiosas e templos de qualquer culto, inclusive suas organizações assistenciais e beneficentes;  ";1;al;b;150;;VI;b;;VI;I;II;;2023
cf;"c) patrimônio, renda ou serviços dos partidos políticos, inclusive suas fundações, das entidades sindicais dos trabalhadores, das instituições de educação e de assistência social, sem fins lucrativos, atendidos os requisitos da lei;";1;al;c;150;;VI;c;;VI;I;II;;
cf;d) livros, jornais, periódicos e o papel destinado a sua impressão.;1;al;d;150;;VI;d;;VI;I;II;;
cf;e) fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser.  (Incluída pela Emenda Constitucional nº 75, de 15.10.2013);1;al;e;150;;VI;e;;VI;I;II;;
cf;"§ 1º A vedação do inciso III, b, não se aplica aos tributos previstos nos arts. 148, I, 153, I, II, IV e V; e 154, II; e a vedação do inciso III, c, não se aplica aos tributos previstos nos arts. 148, I, 153, I, II, III e V; e 154, II, nem à fixação da base de cálculo dos impostos previstos nos arts. 155, III, e 156, I.  ";3;p;1;150;1;;;;VI;I;II;;2003
cf;"§ 2º A vedação do inciso VI, ""a"", é extensiva às autarquias e às fundações instituídas e mantidas pelo poder público e à empresa pública prestadora de serviço postal, no que se refere ao patrimônio, à renda e aos serviços vinculados a suas finalidades essenciais ou às delas decorrentes.  ";3;p;2;150;2;;;;VI;I;II;;2023
cf;"§ 3º As vedações do inciso VI, ""a"", e do parágrafo anterior não se aplicam ao patrimônio, à renda e aos serviços, relacionados com exploração de atividades econômicas regidas pelas normas aplicáveis a empreendimentos privados, ou em que haja contraprestação ou pagamento de preços ou tarifas pelo usuário, nem exonera o promitente comprador da obrigação de pagar imposto relativamente ao bem imóvel.";3;p;3;150;3;;;;VI;I;II;;
cf;"§ 4º As vedações expressas no inciso VI, alíneas ""b"" e ""c"", compreendem somente o patrimônio, a renda e os serviços, relacionados com as finalidades essenciais das entidades nelas mencionadas.";3;p;4;150;4;;;;VI;I;II;;
cf;§ 5º A lei determinará medidas para que os consumidores sejam esclarecidos acerca dos impostos que incidam sobre mercadorias e serviços.;3;p;5;150;5;;;;VI;I;II;;
cf;§ 6º Qualquer subsídio ou isenção, redução de base de cálculo, concessão de crédito presumido, anistia ou remissão, relativos a impostos, taxas ou contribuições, só poderá ser concedido mediante lei específica, federal, estadual ou municipal, que regule exclusivamente as matérias acima enumeradas ou o correspondente tributo ou contribuição, sem prejuízo do disposto no art. 155, § 2.º, XII, g.  ;3;p;6;150;6;;;;VI;I;II;;1993
cf;§ 7º A lei poderá atribuir a sujeito passivo de obrigação tributária a condição de responsável pelo pagamento de imposto ou contribuição, cujo fato gerador deva ocorrer posteriormente, assegurada a imediata e preferencial restituição da quantia paga, caso não se realize o fato gerador presumido.  ;3;p;7;150;7;;;;VI;I;II;;1993
cf;Art. 151. É vedado à União:;4;a;151;151;;;;;VI;I;II;;
cf;"I - instituir tributo que não seja uniforme em todo o território nacional ou que implique distinção ou preferência em relação a Estado, ao Distrito Federal ou a Município, em detrimento de outro, admitida a concessão de incentivos fiscais destinados a promover o equilíbrio do desenvolvimento sócio-econômico entre as diferentes regiões do País;";2;i;I;151;;I;;;VI;I;II;;
cf;"II - tributar a renda das obrigações da dívida pública dos Estados, do Distrito Federal e dos Municípios, bem como a remuneração e os proventos dos respectivos agentes públicos, em níveis superiores aos que fixar para suas obrigações e para seus agentes;";2;i;II;151;;II;;;VI;I;II;;
cf;III - instituir isenções de tributos da competência dos Estados, do Distrito Federal ou dos Municípios.;2;i;III;151;;III;;;VI;I;II;;
cf;Art. 152. É vedado aos Estados, ao Distrito Federal e aos Municípios estabelecer diferença tributária entre bens e serviços, de qualquer natureza, em razão de sua procedência ou destino.;4;a;152;152;;;;;VI;I;II;;
cf;Seção III: DOS IMPOSTOS DA UNIÃO;6;s;III;;;;;;VI;I;III;;
cf;Art. 153. Compete à União instituir impostos sobre:;4;a;153;153;;;;;VI;I;III;;
cf;"I - importação de produtos estrangeiros;";2;i;I;153;;I;;;VI;I;III;;
cf;"II - exportação, para o exterior, de produtos nacionais ou nacionalizados;";2;i;II;153;;II;;;VI;I;III;;
cf;"III - renda e proventos de qualquer natureza;";2;i;III;153;;III;;;VI;I;III;;
cf;"IV - produtos industrializados;";2;i;IV;153;;IV;;;VI;I;III;;
cf;"V - operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários;";2;i;V;153;;V;;;VI;I;III;;
cf;"VI - propriedade territorial rural;";2;i;VI;153;;VI;;;VI;I;III;;
cf;VII - grandes fortunas, nos termos de lei complementar.;2;i;VII;153;;VII;;;VI;I;III;;
cf;VIII - produção, extração, comercialização ou importação de bens e serviços prejudiciais à saúde ou ao meio ambiente, nos termos de lei complementar.  ;2;i;VIII;153;;VIII;;;VI;I;III;;2023
cf;§ 1º É facultado ao Poder Executivo, atendidas as condições e os limites estabelecidos em lei, alterar as alíquotas dos impostos enumerados nos incisos I, II, IV e V.;3;p;1;153;1;;;;VI;I;III;;
cf;§ 2º O imposto previsto no inciso III:;3;p;2;153;2;;;;VI;I;III;;
cf;"I - será informado pelos critérios da generalidade, da universalidade e da progressividade, na forma da lei;";2;i;I;153;2;I;;;VI;I;III;;
cf;II -  (Revogado pela Emenda Constitucional nº 20, de 1998);2;i;II;153;2;II;;;VI;I;III;;
cf;§ 3º O imposto previsto no inciso IV:;3;p;3;153;3;;;;VI;I;III;;
cf;"I - será seletivo, em função da essencialidade do produto;";2;i;I;153;3;I;;;VI;I;III;;
cf;"II - será não-cumulativo, compensando-se o que for devido em cada operação com o montante cobrado nas anteriores;";2;i;II;153;3;II;;;VI;I;III;;
cf;III - não incidirá sobre produtos industrializados destinados ao exterior.;2;i;III;153;3;III;;;VI;I;III;;
cf;IV - terá reduzido seu impacto sobre a aquisição de bens de capital pelo contribuinte do imposto, na forma da lei.  ;2;i;IV;153;3;IV;;;VI;I;III;;2003
cf;§ 4º O imposto previsto no inciso VI do caput:  ;3;p;4;153;4;;;;VI;I;III;;2003
cf;"I - será progressivo e terá suas alíquotas fixadas de forma a desestimular a manutenção de propriedades improdutivas;  ";2;i;I;153;4;I;;;VI;I;III;;2003
cf;"II - não incidirá sobre pequenas glebas rurais, definidas em lei, quando as explore o proprietário que não possua outro imóvel;  ";2;i;II;153;4;II;;;VI;I;III;;2003
cf;III - será fiscalizado e cobrado pelos Municípios que assim optarem, na forma da lei, desde que não implique redução do imposto ou qualquer outra forma de renúncia fiscal.  (Incluído pela Emenda Constitucional nº 42, de 19.12.2003)  (Regulamento);2;i;III;153;4;III;;;VI;I;III;;2003
cf;"§ 5º O ouro, quando definido em lei como ativo financeiro ou instrumento cambial, sujeita-se exclusivamente à incidência do imposto de que trata o inciso V do ""caput"" deste artigo, devido na operação de origem; a alíquota mínima será de um por cento, assegurada a transferência do montante da arrecadação nos seguintes termos:  (Vide Emenda Constitucional nº 3, de 1993)";3;p;5;153;5;;;;VI;I;III;;
cf;"I - trinta por cento para o Estado, o Distrito Federal ou o Território, conforme a origem;";2;i;I;153;5;I;;;VI;I;III;;
cf;II - setenta por cento para o Município de origem.;2;i;II;153;5;II;;;VI;I;III;;
cf;§ 6º O imposto previsto no inciso VIII do caput deste artigo:  ;3;p;6;153;6;;;;VI;I;III;;2023
cf;"I - não incidirá sobre as exportações nem sobre as operações com energia elétrica e com telecomunicações;  ";2;i;I;153;6;I;;;VI;I;III;;2023
cf;"II - incidirá uma única vez sobre o bem ou serviço;  ";2;i;II;153;6;II;;;VI;I;III;;2023
cf;"III - não integrará sua própria base de cálculo;  ";2;i;III;153;6;III;;;VI;I;III;;2023
cf;"IV - integrará a base de cálculo dos tributos previstos nos arts. 155, II, 156, III, 156-A e 195, V;  ";2;i;IV;153;6;IV;;;VI;I;III;;2023
cf;"V - poderá ter o mesmo fato gerador e base de cálculo de outros tributos;  ";2;i;V;153;6;V;;;VI;I;III;;2023
cf;"VI - terá suas alíquotas fixadas em lei ordinária, podendo ser específicas, por unidade de medida adotada, ou ad valorem;  ";2;i;VI;153;6;VI;;;VI;I;III;;2023
cf;VII - na extração, o imposto será cobrado independentemente da destinação, caso em que a alíquota máxima corresponderá a 1% (um por cento) do valor de mercado do produto.  ;2;i;VII;153;6;VII;;;VI;I;III;;2023
cf;Art. 154. A União poderá instituir:;4;a;154;154;;;;;VI;I;III;;
cf;"I - mediante lei complementar, impostos não previstos no artigo anterior, desde que sejam não-cumulativos e não tenham fato gerador ou base de cálculo próprios dos discriminados nesta Constituição;";2;i;I;154;;I;;;VI;I;III;;
cf;II - na iminência ou no caso de guerra externa, impostos extraordinários, compreendidos ou não em sua competência tributária, os quais serão suprimidos, gradativamente, cessadas as causas de sua criação.;2;i;II;154;;II;;;VI;I;III;;
cf;Seção IV: DOS IMPOSTOS DOS ESTADOS E DO DISTRITO FEDERAL;6;s;IV;;;;;;VI;I;IV;;
cf;Art. 155. Compete aos Estados e ao Distrito Federal instituir impostos sobre:  ;4;a;155;155;;;;;VI;I;IV;;1993
cf;"I - transmissão causa mortis e doação, de quaisquer bens ou direitos;  ";2;i;I;155;;I;;;VI;I;IV;;1993
cf;"II - operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação, ainda que as operações e as prestações se iniciem no exterior;  ";2;i;II;155;;II;;;VI;I;IV;;1993
cf;III - propriedade de veículos automotores.  ;2;i;III;155;;III;;;VI;I;IV;;1993
cf;§ 1º O imposto previsto no inciso I:  ;3;p;1;155;1;;;;VI;I;IV;;1993
cf;I - relativamente a bens imóveis e respectivos direitos, compete ao Estado da situação do bem, ou ao Distrito Federal;2;i;I;155;1;I;;;VI;I;IV;;
cf;"II - relativamente a bens móveis, títulos e créditos, compete ao Estado onde era domiciliado ode cujus, ou tiver domicílio o doador, ou ao Distrito Federal;  ";2;i;II;155;1;II;;;VI;I;IV;;2023
cf;III - terá competência para sua instituição regulada por lei complementar:;2;i;III;155;1;III;;;VI;I;IV;;
cf;"a) se o doador tiver domicilio ou residência no exterior;";1;al;a;155;1;III;a;;VI;I;IV;;
cf;"b) se o de cujus possuía bens, era residente ou domiciliado ou teve o seu inventário processado no exterior;";1;al;b;155;1;III;b;;VI;I;IV;;
cf;"IV - terá suas alíquotas máximas fixadas pelo Senado Federal;";2;i;IV;155;1;IV;;;VI;I;IV;;
cf;V - não incidirá sobre as doações destinadas, no âmbito do Poder Executivo da União, a projetos socioambientais ou destinados a mitigar os efeitos das mudanças climáticas e às instituições federais de ensino.  ;2;i;V;155;1;V;;;VI;I;IV;;2022
cf;"VI - será progressivo em razão do valor do quinhão, do legado ou da doação;  ";2;i;VI;155;1;VI;;;VI;I;IV;;2023
cf;VII - não incidirá sobre as transmissões e as doações para as instituições sem fins lucrativos com finalidade de relevância pública e social, inclusive as organizações assistenciais e beneficentes de entidades religiosas e institutos científicos e tecnológicos, e por elas realizadas na consecução dos seus objetivos sociais, observadas as condições estabelecidas em lei complementar.  ;2;i;VII;155;1;VII;;;VI;I;IV;;2023
cf;§ 2º O imposto previsto no inciso II atenderá ao seguinte:  (Redação dada pela Emenda Constitucional nº 3, de 1993)  (Vide Emenda Constitucional nº 132, de 2023)  Vigência;3;p;2;155;2;;;;VI;I;IV;;1993
cf;"I - será não-cumulativo, compensando-se o que for devido em cada operação relativa à circulação de mercadorias ou prestação de serviços com o montante cobrado nas anteriores pelo mesmo ou outro Estado ou pelo Distrito Federal;";2;i;I;155;2;I;;;VI;I;IV;;
cf;II - a isenção ou não-incidência, salvo determinação em contrário da legislação:;2;i;II;155;2;II;;;VI;I;IV;;
cf;"a) não implicará crédito para compensação com o montante devido nas operações ou prestações seguintes;";1;al;a;155;2;II;a;;VI;I;IV;;
cf;"b) acarretará a anulação do crédito relativo às operações anteriores;";1;al;b;155;2;II;b;;VI;I;IV;;
cf;"III - poderá ser seletivo, em função da essencialidade das mercadorias e dos serviços;";2;i;III;155;2;III;;;VI;I;IV;;
cf;"IV - resolução do Senado Federal, de iniciativa do Presidente da República ou de um terço dos Senadores, aprovada pela maioria absoluta de seus membros, estabelecerá as alíquotas aplicáveis às operações e prestações, interestaduais e de exportação;";2;i;IV;155;2;IV;;;VI;I;IV;;
cf;V - é facultado ao Senado Federal:;2;i;V;155;2;V;;;VI;I;IV;;
cf;"a) estabelecer alíquotas mínimas nas operações internas, mediante resolução de iniciativa de um terço e aprovada pela maioria absoluta de seus membros;";1;al;a;155;2;V;a;;VI;I;IV;;
cf;"b) fixar alíquotas máximas nas mesmas operações para resolver conflito específico que envolva interesse de Estados, mediante resolução de iniciativa da maioria absoluta e aprovada por dois terços de seus membros;";1;al;b;155;2;V;b;;VI;I;IV;;
cf;"VI - salvo deliberação em contrário dos Estados e do Distrito Federal, nos termos do disposto no inciso XII, ""g"", as alíquotas internas, nas operações relativas à circulação de mercadorias e nas prestações de serviços, não poderão ser inferiores às previstas para as operações interestaduais;";2;i;VI;155;2;VI;;;VI;I;IV;;
cf;"VII - nas operações e prestações que destinem bens e serviços a consumidor final, contribuinte ou não do imposto, localizado em outro Estado, adotar-se-á a alíquota interestadual e caberá ao Estado de localização do destinatário o imposto correspondente à diferença entre a alíquota interna do Estado destinatário e a alíquota interestadual;  (Redação dada pela Emenda Constitucional nº 87, de 2015)  (Produção de efeito)";2;i;VII;155;2;VII;;;VI;I;IV;;2015
cf;"a) (revogada);  ";1;al;a;155;2;VII;a;;VI;I;IV;;2015
cf;"b) (revogada);  ";1;al;b;155;2;VII;b;;VI;I;IV;;2015
cf;VIII - a responsabilidade pelo recolhimento do imposto correspondente à diferença entre a alíquota interna e a interestadual de que trata o inciso VII será atribuída:  (Redação dada pela Emenda Constitucional nº 87, de 2015)  (Produção de efeito);2;i;VIII;155;2;VIII;;;VI;I;IV;;2015
cf;"a) ao destinatário, quando este for contribuinte do imposto;  ";1;al;a;155;2;VIII;a;;VI;I;IV;;2015
cf;"b) ao remetente, quando o destinatário não for contribuinte do imposto;  ";1;al;b;155;2;VIII;b;;VI;I;IV;;2015
cf;IX - incidirá também:;2;i;IX;155;2;IX;;;VI;I;IV;;
cf;"a)sobre a entrada de bem ou mercadoria importados do exterior por pessoa física ou jurídica, ainda que não seja contribuinte habitual do imposto, qualquer que seja a sua finalidade, assim como sobre o serviço prestado no exterior, cabendo o imposto ao Estado onde estiver situado o domicílio ou o estabelecimento do destinatário da mercadoria, bem ou serviço;  ";1;al;a;155;2;IX;a;;VI;I;IV;;2001
cf;"b) sobre o valor total da operação, quando mercadorias forem fornecidas com serviços não compreendidos na competência tributária dos Municípios;";1;al;b;155;2;IX;b;;VI;I;IV;;
cf;X - não incidirá:;2;i;X;155;2;X;;;VI;I;IV;;
cf;"a) sobre operações que destinem mercadorias para o exterior, nem sobre serviços prestados a destinatários no exterior, assegurada a manutenção e o aproveitamento do montante do imposto cobrado nas operações e prestações anteriores;  ";1;al;a;155;2;X;a;;VI;I;IV;;2003
cf;"b) sobre operações que destinem a outros Estados petróleo, inclusive lubrificantes, combustíveis líquidos e gasosos dele derivados, e energia elétrica;";1;al;b;155;2;X;b;;VI;I;IV;;
cf;"c) sobre o ouro, nas hipóteses definidas no art. 153, § 5º;";1;al;c;155;2;X;c;;VI;I;IV;;
cf;"d) nas prestações de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita;  ";1;al;d;155;2;X;d;;VI;I;IV;;2003
cf;"XI - não compreenderá, em sua base de cálculo, o montante do imposto sobre produtos industrializados, quando a operação, realizada entre contribuintes e relativa a produto destinado à industrialização ou à comercialização, configure fato gerador dos dois impostos;";2;i;XI;155;2;XI;;;VI;I;IV;;
cf;XII - cabe à lei complementar:;2;i;XII;155;2;XII;;;VI;I;IV;;
cf;"a) definir seus contribuintes;";1;al;a;155;2;XII;a;;VI;I;IV;;
